 	liver	liver	liver	lung	lung	lung	spleen	spleen	spleen
NCRNA00120	9.1952	9.6473	9.9742	10.1169	10.1032	10.2933	6.2378	6.7259	6.6535
DGCR11	5.6793	6.8786	7.4478	8.587	8.587	9.8678	8.1352	9.804	9.4449
CFC1B	7.4239	7.3848	8.2063	4.6052	4.6583	4.5977	5.1453	5.0081	5.2971
SLC35A5	7.6495	7.8462	7.7377	4.6579	4.5754	3.972	4.7016	4.3804	4.3799
RHCE	13.268	13.3403	13.268	13.6837	13.7436	13.2897	9.5252	9.5899	9.2999
TSPO	10.7102	10.1972	10.4981	9.7798	9.3773	10.5726	6.4585	8.3711	7.5954
C1orf230	7.1979	7.0217	7.2615	8.2309	7.2885	8.4682	5.0064	6.7833	5.439
CHRNA3	10.2386	10.4116	10.4754	10.5587	10.5082	10.7538	7.7483	8.7241	8.9195
C17orf86	8.3771	9.0265	9.0133	11.0573	9.3916	11.4418	12.047	9.4512	10.3317
LOC100287576	8.5439	8.6399	8.7483	8.5879	8.42	9.076	5.9302	6.103	6.003
CNN1	5.865	7.1305	7.0278	7.5783	6.642	7.1841	4.8212	4.6869	4.9633
TIFA	8.7252	9.0386	9.2229	9.3039	8.8563	9.6602	6.3057	7.7443	7.294
C17orf86	9.2065	9.3871	9.5792	9.5879	9.1338	10.0517	5.5836	7.8868	7.4507
ARHGAP18	11.9191	11.9957	12.1353	11.9914	12.0012	11.7742	7.4978	7.704	7.5183
LRRC32	9.6137	9.3145	9.7107	8.8497	8.5373	9.074	6.1798	8.1809	7.9826
RNF139	7.0286	6.7902	7.0286	5.7411	5.8435	5.5599	9.9408	9.5361	9.7117
FKBP7	8.8117	9.3362	9.367	9.4443	9.0297	9.4859	6.3551	6.9834	6.2883
CHCHD6	10.2395	10.4597	10.7067	10.3542	10.143	10.3225	6.579	8.694	8.1459
GCLC	7.9552	8.6649	8.8225	9.3481	8.912	9.2992	5.9385	7.1614	7.3909
CSK	6.6021	6.6375	6.7452	6.3101	6.7069	5.997	10.6364	9.6305	9.6178
LOC253842	6.7564	6.8798	7.9325	7.81	7.9568	9.0636	6.1706	5.6909	5.6961
TMEM181	5.5898	6.9684	6.6774	8.5138	6.825	8.8429	9.4925	7.325	8.3419
NEDD4	7.7188	7.9499	7.9067	9.0836	7.9241	9.8966	11.7469	7.9937	9.5543
C19orf36	9.3278	9.6235	9.8425	10.2379	9.8556	10.0779	6.9069	7.2545	7.0591
HOXC8	7.9519	8.5833	9.0913	8.7423	8.5458	8.001	11.3773	11.1974	11.0805
ATF2	10.1607	10.0222	10.9313	10.5644	9.5383	10.9698	6.5884	6.7997	6.4935
LOC100294357	9.3439	9.2471	9.0508	9.9393	9.0508	10.6271	4.5203	4.8898	5.4756
KCTD12	11.2941	11.181	11.0324	11.0279	10.6442	11.3929	7.0883	8.8172	9.2751
ZNF423	9.4271	9.4567	9.4271	9.4661	9.2224	9.9933	6.1596	9.0989	9.5456
SGK3	6.649	6.649	6.4353	5.7001	5.6272	5.5157	9.5756	8.7837	9.1191
LOC100271832	9.9925	10.4046	10.0139	10.3083	10.0012	10.4947	6.2787	8.2353	7.9125
THOC2	10.2353	9.7271	9.5516	8.089	8.1683	9.369	7.1525	7.5943	7.7828
C9orf78	8.0109	8.2859	6.7887	5.8112	5.9129	6.7307	5.5124	4.8252	5.4383
HOXB1	6.1321	8.0805	6.6676	7.9545	6.8497	7.6039	4.783	4.7834	5.1394
TRIM39	6.8368	6.9002	6.7283	7.4177	5.9088	7.8777	4.2814	6.6391	7.8458
TNNT3	9.5232	9.9536	10.004	9.8779	9.7093	10.0941	6.1046	7.5917	7.5256
POTED	8.4223	9.341	9.7534	10.4194	10.2584	10.9796	7.4556	8.4201	8.3689
NANS	7.9437	8.6815	8.5729	8.9658	8.3147	9.1298	5.5232	7.5155	8.0136
GIMAP1	9.6184	9.4399	9.638	9.0437	8.6467	9.1696	5.9887	5.5178	5.7159
TTC18	8.0221	8.0325	8.2956	9.2173	8.5458	9.6423	5.956	5.7868	6.7541
C5orf27	3.9794	4.3157	4.4566	8.0338	6.4599	7.3011	4.1236	3.7196	3.8755
PRR5-ARHGAP8	8.4901	8.1388	7.993	6.3952	5.8119	7.3445	6.9023	5.3621	6.9726
NRP1	4.7944	5.4947	6.6525	9.1868	8.6429	10.4489	5.0863	4.9666	5.1535
SLC47A2	7.9173	8.1108	8.1108	7.7843	7.6018	7.4151	9.7627	10.4646	9.7201
HTRA4	6.8797	7.6097	7.4971	7.9354	7.3888	8.6599	4.6781	6.1252	5.9219
RAD21L1	8.112	9.1529	9.0819	10.8072	10.3333	10.9646	5.9565	4.8397	5.2615
SLC6A7	9.9883	9.5824	10.298	9.4317	8.7151	10.0163	4.6308	5.0948	5.4732
FNBP1	10.1649	10.336	9.9232	9.7196	9.4517	9.4945	6.2929	6.1711	5.8363
LOC93444	8.0295	8.9146	9.4575	9.6116	9.3297	9.3794	6.982	5.9185	6.3456
ZBTB37	5.7436	6.075	7.7483	9.4583	9.4725	10.2764	5.9001	7.4	5.0863
LOC729839	8.4887	8.8757	8.5385	9.4459	8.8204	8.981	5.1633	5.2219	5.5917
FYN	10.9304	10.9693	11.0039	10.7186	10.4959	10.8612	7.6858	10.1747	9.6989
NAT2	12.2307	12.3675	12.4555	13.0944	12.8478	12.896	7.8061	7.7436	7.8921
GPRIN3	9.322	9.8942	11.0727	10.5701	9.9355	10.1726	6.668	7.6455	7.1482
RBM17	7.5622	8.5162	8.3545	9.9365	9.3381	9.4414	9.987	11.8985	11.4269
INMT	5.2695	4.7306	9.3849	6.8344	5.7786	7.6198	5.1034	5.112	5.0272
LOC100288249	9.7473	8.9353	8.9397	7.3082	6.9087	7.3082	6.2939	6.4836	6.6608
PIGP	9.4471	10.6519	10.6173	11.8494	10.9398	12.1904	13.3474	11.8016	12.5523
WWC1	6.0574	7.5491	7.1854	8.426	7.0356	9.2365	10.6955	7.3416	8.5646
FSHR	8.5593	9.0551	8.6928	9.7938	9.8187	8.8572	6.7058	6.4821	6.8122
SLITRK3	6.7231	6.3764	6.5731	6.6448	6.9213	6.6131	10.2448	10.1972	10.2508
PTP4A1	10.2845	10.1148	9.5683	8.7835	8.6706	8.4661	6.3384	6.1887	6.0482
USP1	10.4314	10.4529	11.4778	8.5227	8.2756	7.7601	10.324	10.222	9.4986
ANKAR	8.868	9.5291	9.0758	10.2461	10.0163	9.6196	7.7066	7.6912	7.0955
GPR143	8.3171	8.3048	9.576	6.8277	6.6479	6.6334	11.1045	11.5294	11.0909
OR7E126P	7.2198	7.8633	7.3559	8.896	8.2772	9.1356	5.0981	5.0033	6.0839
EXOSC2	9.1703	9.6816	9.2128	9.8953	9.2349	10.4922	5.5821	5.8962	5.8876
DDI2	8.7707	8.5166	8.8922	8.3654	8.2659	9.0598	6.2531	6.5511	6.4979
POLR2D	8.7371	8.4113	8.5369	8.6885	8.2963	9.2345	5.5241	7.6617	8.1406
NCRNA00185	10.2555	10.004	10.008	9.5458	9.052	9.8578	6.8293	8.5408	7.8948
MKNK2	8.2608	8.0566	8.5552	7.9932	7.7416	7.8288	5.3455	5.3295	5.1317
OR2L2	6.6359	7.3591	8.4584	7.088	6.4013	7.1976	8.7682	11.0811	10.4165
ARL4A	8.5469	10.2156	9.6107	11.4074	11.1174	10.8671	6.6308	5.992	5.5454
GMPPA	11.0609	11.0885	11.1367	11.3345	11.0609	11.9424	6.5859	6.5119	6.1803
KRT32	8.6849	8.9806	9.8871	7.2411	6.9768	6.9969	7.2421	6.6034	6.5835
DKFZP434K028	10.7228	9.8952	11.6124	9.1028	8.0793	9.6637	6.9368	7.4967	6.7185
PPAP2B	7.9398	8.5376	7.5279	8.212	7.5279	7.5279	6.2205	5.6371	5.6261
SPRED1	5.6269	6.3966	5.6116	7.2552	6.0612	7.1697	4.9758	3.9076	4.8163
EXOSC2	6.4274	6.4984	6.3366	6.4244	6.6109	6.5293	8.3907	8.884	8.6869
PRRT2	7.8323	7.495	6.8457	8.5544	8.1185	8.9009	5.2564	5.6776	5.459
C9orf85	7.7107	8.3981	8.0434	8.4301	7.9211	8.1865	6.2218	5.3716	6.4925
SLC9A9	8.7481	9.1462	10.063	6.2727	5.6874	6.3488	9.9702	11.8515	11.1194
CA4	4.0911	4.195	5.2593	2.9699	3.35	3.4434	6.325	7.7124	6.1591
MIB2	8.0537	8.0673	9.5947	4.8372	4.9774	5.1829	4.5559	4.9201	4.9061
GSTP1	5.0196	4.5028	4.91	5.2256	5.2748	4.654	7.497	8.4229	7.7046
SERPINI2	6.159	6.1655	6.4996	5.9473	6.4996	5.9695	8.7464	8.1973	7.8088
LOC146795	7.6158	7.4602	7.9937	6.2833	5.9912	6.2833	4.9862	5.1241	5.2449
LOC100287552	6.5255	6.0128	9.8862	9.3232	8.7748	9.9063	8.0111	7.0269	7.2173
TACR3	7.939	8.1642	7.8325	8.4238	7.8325	8.2032	5.7639	5.3187	5.7955
GORAB	9.37	10.2435	10.3468	10.4283	10.1292	9.9946	8.0441	7.5064	7.9179
KNTC1	6.4279	7.0434	7.117	8.1063	7.6803	8.9817	5.2682	5.9882	6.2281
VSTM2A	7.2247	8.7756	8.4955	9.2144	8.564	9.0187	5.6167	5.3039	5.059
AQP5	10.351	10.1121	9.5503	9.2161	8.9011	9.2027	6.6195	9.0262	8.6576
WWP2	9.3927	9.7009	9.7222	9.7561	9.3266	10.0005	6.0542	8.3705	8.51
CLIC5	7.6358	8.3297	8.5698	8.646	8.042	8.8284	4.7988	6.128	6.1296
OXT	9.3906	9.2465	9.729	8.7988	8.3038	9.2926	6.7923	6.6295	6.7896
MGC34034	10.0789	10.2082	10.4842	11.1955	10.5203	11.7361	4.4948	5.8748	5.228
PBXIP1	8.5627	8.8117	9.3156	8.8508	8.5762	9.1644	6.443	6.9	6.7576
GPX1	9.683	10.1673	10.6049	10.4828	10.1719	10.4761	5.861	6.1943	6.1099
NBPF1	7.1075	7.7678	7.7214	6.6392	6.3927	6.9029	5.2689	3.9616	4.148
SGCG	7.273	7.1763	8.91	6.3421	6.0836	5.7207	5.8281	5.5536	6.2528
AFMID	8.7192	8.6435	9.6662	7.9375	7.1886	8.1175	5.718	7.4434	7.8611
C11orf2	7.4707	7.2875	8.3859	5.8082	5.5406	5.916	7.0025	8.423	8.549
XRCC2	13.3948	12.66	13.7644	12.7661	12.3109	12.8894	13.0282	9.8152	10.2748
NUMBL	10.5855	10.4012	10.9829	10.251	10.1045	10.7752	6.1197	5.2558	5.6266
DDX19A	9.9248	9.7305	9.5171	9.6213	9.3863	9.8674	5.8397	5.8737	5.6345
IFT20	9.29	9.2272	9.1077	8.7143	8.2962	8.9724	5.6578	8.3248	8.7143
C3orf63	8.2624	8.7364	8.4228	9.2251	8.7734	9.6015	5.7432	4.8033	5.2078
ELF5	5.4066	6.663	5.6608	7.2651	5.6608	6.4675	4.143	4.0121	4.5003
DYNC1I2	8.0245	6.8906	8.7434	6.218	5.4258	6.7916	8.0576	11.1509	10.4303
GAB3	11.9895	11.1963	12.0621	11.8628	11.0799	12.039	7.0275	7.6223	7.5277
CCDC153	8.68	9.3191	9.7192	10.3641	9.7687	10.9599	6.431	8.7576	8.9284
GLYAT	8.3128	8.215	9.4057	7.766	7.3729	8.3963	5.722	7.1262	6.8118
C3orf54	7.9352	7.9352	8.897	8.4986	8.0236	9.2418	6.0689	5.9511	5.6076
TBX21	9.4716	9.8799	10.3615	8.1287	7.0463	8.3807	5.8559	7.0294	6.2967
C15orf54	8.4917	8.9057	8.8406	9.4143	8.9324	9.3933	11.799	11.3968	11.1387
TRMT6	11.638	11.4368	11.4516	11.0166	10.8402	11.5379	8.0232	9.2165	9.0218
HYLS1	10.2621	11.0497	11.2905	10.9548	10.709	10.4677	8.7238	7.9663	7.8139
ARL2	9.644	10.2054	9.6174	10.29	10.1954	9.6652	7.0237	7.5162	7.0946
GGT6	7.9159	8.0553	8.1563	8.7995	8.7995	8.4228	9.9699	11.6287	11.3052
PSMF1	6.5239	5.6059	5.5154	5.6588	4.6446	6.2912	3.1609	5.5203	4.097
SCAMP4	9.4576	9.4493	9.9525	9.1954	8.7314	9.8437	6.2733	9.2772	7.77
LOC727818	8.7143	9.0869	9.603	8.9541	8.5074	9.6826	5.9984	8.464	7.5117
PELP1	6.3342	7.0874	7.4701	7.6836	6.945	8.3281	4.708	6.4901	5.4374
THAP7	7.8811	8.2118	8.638	8.3659	8.0515	8.8673	5.2005	7.7383	6.8158
ATF5	7.8396	8.2497	8.6836	8.5829	8.1676	9.1295	5.398	8.2357	7.2171
FBXO38	7.639	7.9161	8.3745	8.3835	7.6365	8.7162	5.1139	7.8122	6.8171
ARHGEF38	9.9012	9.9116	9.6511	9.3826	9.2829	9.3996	6.3173	8.7702	9.0021
COBL	9.7183	9.7085	10.3158	9.2157	8.6486	9.4121	5.6052	7.9803	7.0054
PPP2R4	7.8795	8.7756	8.3267	9.091	8.4443	9.3842	4.5566	5.227	5.774
PR47	5.051	5.4353	9.3769	4.6623	4.851	4.5821	4.851	4.851	4.6968
TAF1D	8.1985	8.3339	8.0467	9.9336	9.2863	9.591	6.0903	6.2359	6.2497
METTL12	9.4271	9.5662	9.3081	10.0511	9.8708	9.8195	5.6942	5.2038	5.0594
BEAN	6.2103	6.2638	9.0778	9.1902	7.5876	10.46	7.0854	5.9278	5.7746
TRA2B	11.953	11.9453	12.1183	11.9357	11.9876	11.7054	7.4191	7.4064	7.462
SEC11A	10.2553	10.5723	10.6323	11.4118	11.2801	10.967	7.8163	7.1234	7.7668
FAM114A2	7.9434	8.1948	7.9754	7.4131	7.7521	7.4125	10.4122	9.4535	10.0046
LOC648987	7.9434	8.1948	7.9754	7.4131	7.7521	7.4125	10.4122	9.4535	10.0046
ZFP41	10.2246	10.3895	10.5429	10.5871	10.0402	10.9442	7.2205	9.697	9.6459
PPBPL2	7.8162	7.9481	7.7761	8.5855	8.0649	8.8907	5.0204	5.3812	5.2996
SMAGP	6.3862	6.6997	6.8564	8.2828	8.0861	8.1612	9.986	9.6812	10.0759
KDM4D	9.0951	9.0571	9.5263	9.5648	8.7748	9.8412	5.4057	6.8017	5.4802
LOC100128590	7.7707	8.8146	8.3875	9.1809	8.7795	8.7509	5.1154	4.6062	4.9972
LSM14A	8.1124	8.7007	8.6326	8.9403	8.299	9.141	5.3233	5.0547	4.9025
ELMOD2	8.9256	8.6973	9.0599	7.6774	7.708	7.9329	6.8539	5.789	6.8988
RABGEF1	7.3576	7.6566	8.7316	4.9272	5.0683	4.5772	5.3182	5.329	5.7748
LOC147004	10.6227	10.4088	9.4664	7.5745	7.1062	7.7659	5.563	5.486	6.0699
NRXN3	9.0998	9.1424	10.5943	5.1833	5.0913	4.9829	5.5317	5.124	5.1138
FFAR3	8.8306	9.0685	10.2481	8.1629	7.339	9.0718	6.5652	6.336	6.4284
CA5B	5.7767	5.4822	5.2111	5.1918	5.299	4.9804	8.635	5.4822	5.7042
LOC100130262	6.9703	7.1397	6.5581	8.3688	6.4609	9.1184	5.3844	5.2186	5.5525
GRHPR	9.4446	9.6791	9.2445	9.4068	8.8865	10.391	5.8177	5.5086	5.5026
RUFY1	8.8436	9.1397	8.6434	9.0273	8.3724	9.9856	5.231	5.379	5.8559
RPL37	10.1814	10.1642	9.9749	9.7253	9.0623	10.7644	5.9868	5.5995	5.831
PABPC1L	9.4355	9.6053	9.1802	9.3218	8.7229	10.3436	6.0078	5.3189	5.6216
C8orf59	6.824	7.3341	7.3193	6.8315	6.4958	8.2509	6.3259	5.3032	4.6882
AHCY	7.2996	7.7118	7.6847	8.8572	8.2877	9.6729	5.9327	6.6048	6.6363
LRRN2	10.8555	10.8534	10.8572	10.6388	10.2398	10.3844	7.9588	7.5064	7.9123
FAT3	7.2066	8.7633	7.847	8.9912	8.489	8.0334	6.553	5.971	5.9922
TTYH1	7.7236	7.0083	8.4644	6.2732	5.8147	6.7242	5.5436	4.9648	5.5199
ZC3H7B	6.9642	7.1744	6.9862	9.0519	8.0733	9.1233	5.7298	5.8649	5.434
FAM120C	8.5811	8.2257	9.2447	6.7621	6.3935	7.1949	11.5268	13.2262	13.114
SEC16B	5.3818	5.9904	5.9167	5.7635	5.9867	5.8944	8.7393	10.8547	11.3368
TIGD3	5.1515	6.1289	6.0205	6.8853	6.5535	7.6835	4.8679	4.3678	4.7705
MPPE1	8.7538	9.0873	9.6114	8.7952	8.5833	9.5493	6.1378	7.7543	7.5137
TBX19	6.0819	5.9092	5.9208	5.9238	5.9662	5.7707	7.3973	8.8286	8.6287
U2AF2	6.0613	7.3139	6.5324	8.9601	6.7265	9.6527	10.342	7.0387	7.3254
LOC729799	6.9658	8.7905	9.0429	9.6446	9.1605	8.7777	12.1441	12.1109	12.1676
PROM1	10.0105	10.1185	9.8175	10.2979	10.0652	9.8394	7.3992	6.8914	6.6356
MCL1	8.327	8.3239	9.79	6.3043	6.2776	6.0135	6.6897	6.0232	6.2402
ALDH3A1	6.3108	6.2242	10.2472	9.5246	8.8266	10.5108	6.4989	6.2383	6.6172
KLHL12	8.21	8.9125	9.5339	8.1798	7.9218	7.7737	6.6151	6.736	6.3338
NRL	9.1472	9.3669	10.0486	8.6497	7.8031	8.8692	10.7312	10.9074	11.1777
LOC285847	7.9434	8.1948	7.9754	7.4131	7.7521	7.4125	10.4122	9.4535	10.0046
HARS	7.9434	8.1948	7.9754	7.4131	7.7521	7.4125	10.4122	9.4535	10.0046
TTC39A	7.7967	8.6493	8.9827	9.5225	9.5638	10.1299	5.8932	6.1065	6.241
SLC35A3	7.8964	8.1772	8.41	8.01	7.507	7.9731	12.7591	12.9834	12.9687
SOSTDC1	10.3779	10.1244	10.21	10.6424	10.1236	11.267	7.3804	9.3991	9.137
HAS3	6.9693	8.4371	8.5456	8.2485	6.9538	10.1847	4.9042	4.6256	4.5361
MMP17	7.8667	8.1321	8.0928	8.2056	7.5426	8.699	5.2726	6.59	5.8793
SV2B	8.042	8.236	8.042	8.5155	8.042	8.9674	5.9647	6.5057	5.9523
TSPAN11	8.1962	8.2884	8.0378	9.2263	8.6617	8.67	5.9603	5.1932	5.7375
PABPC1	6.4298	6.8851	8.111	8.8067	8.5925	10.0017	6.6963	8.113	8.0592
CRISP2	6.2297	5.9855	7.791	4.4401	4.1944	4.2227	5.8381	7.0851	6.7042
OAZ1	7.1633	7.4075	8.8963	5.3781	5.1725	5.6984	7.0247	8.4169	7.9873
BHLHE23	8.9807	10.2286	10.0452	10.883	9.113	11.7172	12.6384	10.7904	11.2255
IGSF11	9.5214	9.4896	9.5059	9.4663	8.5567	10.7539	6.9106	8.9546	7.0088
OXNAD1	8.4377	8.5284	8.949	8.0062	7.1818	8.5118	5.7324	9.3959	7.3926
TSPAN15	8.9641	8.798	9.2464	8.6895	7.8848	9.2713	5.4852	8.6895	6.7752
SGCA	5.9347	6.1273	6.9658	6.4387	6.1517	6.9658	7.1116	9.2576	8.1785
LOC100144603	8.1758	8.1099	8.1253	7.8245	6.8076	8.5839	4.6681	8.0143	6.922
RBM22	7.2446	8.2363	8.3736	8.5143	7.8225	9.7872	6.6205	7.7149	5.9526
IQCE	7.6985	8.9624	8.1093	9.4517	8.9792	9.0448	5.2135	6.7682	6.1065
WNT5B	6.5949	8.4937	7.331	8.7994	7.8949	8.3423	6.1912	6.2258	5.9997
ZMYND8	8.5378	8.8542	8.8222	9.166	8.232	9.4383	5.7063	5.7644	5.3693
STAMBP	5.6033	6.9841	6.7631	8.3972	7.5685	8.3194	4.6948	6.8277	7.189
HOMER1	8.6901	8.9938	10.1567	5.5103	6.1055	5.2623	5.8183	5.6946	5.7507
KRTAP9-9	9.9988	10.0302	11.5342	6.4557	6.3144	6.2498	6.2028	7.0069	6.9263
DNAJC1	5.7387	6.2744	6.1045	6.3031	5.059	7.569	3.7617	5.4435	4.4745
RPTOR	10.0696	10.2004	10.2265	10.3752	10.0812	10.3313	7.0797	9.0558	8.6674
TBCA	7.6003	7.6972	7.3668	9.1326	8.4219	9.5788	10.9621	8.0057	9.1764
TMSB15A	6.3129	6.3292	6.4603	6.548	6.1227	7.7191	10.5107	6.2105	7.7702
LRRC48	10.0207	9.9857	10.1991	10.3055	10.1948	10.4265	7.8497	7.3764	7.264
MRI1	9.7108	10.0171	9.8473	9.3431	9.8387	8.8501	7.1356	6.9214	6.8878
CBX6	9.5817	9.7248	9.9095	10.4962	10.0958	10.7932	7.2654	8.5129	8.6953
TM4SF4	9.1504	8.6751	8.6727	8.0429	7.502	8.6021	5.6684	8.9785	8.9771
KRT10	6.2111	5.5414	5.0513	5.4756	5.8382	5.2432	11.0196	10.705	10.6045
CREB3L3	5.4053	5.5239	5.1738	5.1561	5.4541	5.1252	7.0355	8.188	7.2882
TM4SF20	7.4031	7.2379	8.2784	6.0501	5.9743	5.7396	5.0906	5.58	5.0535
RETNLB	8.8615	9.1131	9.017	9.319	8.9388	9.4029	6.2075	7.1685	7.7791
TBC1D4	6.6644	7.3883	6.9718	8.4012	7.3468	7.9912	4.7832	5.5373	5.29
FAM104B	7.3817	9.0932	8.9168	9.6779	9.3112	9.9145	7.0415	6.7473	7.6119
PARP16	6.8795	6.8743	7.4076	9.0429	9.1866	10.2355	6.3897	6.3473	6.4503
OSBPL11	7.9434	8.1948	7.9754	7.4131	7.7521	7.4125	10.4122	9.4535	10.0046
C4orf19	5.1926	7.5422	8.7782	3.3428	3.45	3.4328	4.5792	3.4172	3.7029
IKBKAP	4.7392	6.8974	8.1811	3.2921	3.5077	3.3473	4.4798	3.268	3.6896
EPOR	4.8968	7.256	8.4966	3.3238	3.4645	3.3696	4.5241	3.3342	3.6819
PPIF	5.1429	7.4677	8.6135	3.3002	3.4589	3.374	4.3131	3.2529	3.6654
F8A1	6.0462	7.8642	8.6328	3.3211	3.7933	3.4176	4.2586	3.3852	3.9982
TIGD4	4.8299	7.0342	8.2536	3.3367	3.5215	3.4425	4.4123	3.4102	3.7029
SLC25A46	4.5211	6.8997	8.0727	3.1735	3.4954	3.218	4.2946	3.2817	3.7029
HOXB1	5.7008	7.5041	8.5183	3.5159	3.9025	3.6395	4.8198	3.7081	4.0978
LOC100289473	4.0609	6.3945	7.1842	3.2308	3.3585	3.3143	4.4863	3.0019	3.2455
PIGR	7.3244	7.3411	7.6504	8.4626	7.9364	9.2377	5.151	6.2834	6.5547
SLC5A9	7.4701	7.7797	9.4555	5.9132	6.1479	5.3423	6.1409	6.2089	5.9221
MURC	5.6187	6.7395	6.5606	7.8539	7.2015	8.2068	9.3885	6.0194	7.1685
MBD2	7.7278	7.6847	7.9009	7.3818	7.5206	7.1264	10.2499	10.1326	10.0354
FRAS1	10.5109	10.5865	10.1934	11.3042	10.8666	11.4396	9.2462	8.0306	8.9967
LAMB2	10.785	10.662	10.8132	10.1739	10.0344	9.8439	7.1441	8.153	7.5501
POU2F1	11.228	11.3822	11.8626	9.9235	9.4356	9.2656	13.5526	13.2863	13.2657
TBX6	10.1385	10.3853	10.9568	9.4804	8.8992	8.8162	12.708	12.6414	12.5117
PPP4R2	9.7202	10.0361	10.6304	9.7758	9.2455	8.9021	13.0514	12.2517	12.5281
AEBP2	8.2526	8.101	8.6466	7.7124	7.7203	7.4226	10.8898	10.0726	9.9707
PBLD	9.4867	9.6815	9.5032	10.0414	9.5412	9.8698	5.467	6.0723	5.8899
KIAA1328	7.9694	8.7884	9.4997	9.6521	9.3455	9.1138	6.4013	5.9727	5.9777
KIAA1199	9.3451	8.9098	10.3374	7.9864	8.2379	9.1918	5.7626	5.817	6.6067
C2orf14	5.6085	5.1612	4.8156	8.6092	8.1323	8.1924	5.5324	5.6871	5.4371
SHC3	9.5162	9.9276	9.8458	10.7269	10.3136	10.5222	6.9183	8.7439	7.7934
FOXN1	8.8104	9.2934	10.0606	8.4634	8.3172	8.3662	6.7371	5.5984	6.0762
DNAJB13	6.0458	7.0987	7.2226	8.8399	8.1584	9.8462	4.3153	4.2208	4.3747
GHDC	6.3755	6.5451	7.1119	7.12	6.0006	8.2854	4.4056	4.1874	4.3018
HDC	6.7626	8.1073	8.9926	4.878	4.7775	4.8602	5.2024	5.5026	5.1952
LOC728475	4.7276	4.1575	3.9443	8.3164	7.1374	8.3187	4.3866	4.1557	4.1425
LTF	10.6364	8.8464	11.0784	8.5103	7.6535	9.3395	6.4423	7.1161	6.8287
HSPA1L	8.9974	9.647	10.0276	10.0611	9.7664	10.0111	7.0041	7.4199	7.2401
HTRA1	8.5234	8.6131	8.7053	7.617	7.3263	7.9123	9.3166	10.3678	10.7758
LOC284009	6.961	9.2532	9.7987	6.9121	6.4029	7.9772	5.3378	5.3035	5.5598
OPCML	10.2423	10.3064	10.5028	10.1761	10.2907	10.1563	6.4812	6.9224	6.9925
ULK2	7.6577	7.1611	7.376	7.0949	7.6577	6.9202	11.5138	10.6958	11.1248
PRB3	7.6875	7.8045	7.2967	8.0919	7.7929	7.9224	10.3856	10.4465	9.8517
ID1	9.7028	9.6555	9.8453	8.5954	8.1381	8.8147	6.9199	6.7333	7.2546
SLC39A6	9.372	9.8428	9.6814	9.8412	9.7479	9.8513	6.7332	8.4255	7.9064
C9	7.6037	7.9427	7.6306	7.485	6.1228	8.8062	10.5964	8.3651	9.0571
ATP8B5P	7.9889	7.9438	8.9149	7.8434	7.7501	7.1052	11.1864	11.5292	10.6822
C11orf36	7.5861	8.1309	8.1319	9.3563	8.6424	9.0523	6.7385	6.5078	6.2412
CD47	8.8636	9.2262	9.8967	9.0798	8.4253	10.0605	4.8419	5.479	5.7381
FOXF1	9.4065	9.3873	9.9375	9.6752	9.254	9.8429	5.7143	7.0009	6.9041
FBRSL1	9.8052	9.7271	11.3311	5.8402	6.0006	5.5227	6.0481	6.3853	6.3853
ACTR3B	8.9841	8.8517	10.716	7.4245	7.4426	6.4612	7.1532	6.602	7.0371
LOC643837	11.0855	11.3823	10.9252	11.4758	11.4501	11.0935	8.3982	9.4587	9.6931
C16orf58	10.6814	10.146	9.3115	6.1099	6.1015	6.6375	6.1237	5.3896	5.6444
CASP2	10.8996	10.2157	10.8318	7.5817	6.4557	7.8096	6.0752	8.8628	8.5762
NEUROG2	8.4967	8.6905	8.9898	9.3852	8.6761	9.363	5.6704	5.6285	5.5523
SRP72	10.3188	9.8549	10.4925	8.6811	7.7572	9.13	7.2042	8.5075	7.9056
XPC	10.1442	9.24	9.2186	10.1964	8.5234	10.6765	7.118	4.7071	5.0157
MAP3K7	9.5113	9.2069	8.9295	8.4135	7.9169	8.8399	5.621	5.5387	5.4061
ZNF397OS	8.2686	9.0394	8.7616	8.6764	7.9583	8.9063	5.6007	5.8713	6.2204
LPAR5	8.4089	8.4307	8.1645	6.5454	6.2274	6.9009	4.4559	5.0315	5.2507
LOC284023	9.3451	9.3773	9.3876	6.9847	6.5606	7.6463	5.2088	5.5982	5.2154
FZD3	9.6214	9.1445	9.0839	6.9726	6.761	7.4347	6.0219	6.3317	6.5485
KCNK4	5.9746	5.7691	5.5665	5.2347	6.058	5.1486	7.3128	8.3355	7.2751
LOC100288139	8.606	9.0505	8.5695	9.0201	8.728	9.4551	6.0208	6.9808	6.155
BEND6	9.6008	9.4492	9.5303	7.6672	7.2984	7.4558	10.0123	10.3175	9.5373
TDRD12	6.9929	6.9106	6.8665	6.7775	6.7251	6.2862	12.7572	12.5649	12.5178
B9D1	8.4654	9.0695	8.425	5.7708	6.5783	7.0249	7.0002	6.5927	6.5847
KIAA0556	10.4791	9.9323	10.4312	9.7709	9.8004	10.3113	7.5381	7.2511	7.7201
SLC25A5	9.1783	9.196	9.4763	8.9973	8.897	9.124	6.4282	5.3887	5.6487
HSD17B4	8.5719	7.9523	7.8847	7.6709	7.7952	7.9765	5.8543	5.0925	5.1163
